NAME,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
THE BOSTON CONSERVATORY,BOSTON,MA,USA,42.345897478,-71.090038503
MUSKEGON COMMUNITY COLLEGE,MUSKEGON,MI,USA,43.250329386,-86.196384097
PORT HURON COSMETOLOGY COLLEGE,WATERFORD,MI,USA,42.7006766160001,-83.398623658
SPECS HOWARD SCHOOL OF MEDIA ARTS,SOUTHFIELD,MI,USA,42.459245321,-83.239308544
NORTHWESTERN TECHNOLOGICAL INSTITUTE,SOUTHFIELD,MI,USA,42.4692700580001,-83.238361169
DAVID PRESSLEY SCHOOL OF COSMETOLOGY,ROYAL OAK,MI,USA,42.479729035,-83.146007598
CARNEGIE INSTITUTE,TROY,MI,USA,42.538889544,-83.118801205
MICHIGAN COLLEGE OF BEAUTY-TROY,TROY,MI,USA,42.5703365740001,-83.1273400009999
MR BELA'S SCHOOL OF COSMETOLOGY INC,WARREN,MI,USA,42.5086272730001,-83.105663636
DORSEY BUSINESS SCHOOLS-MADISON HEIGHTS,MADISON HEIGHTS,MI,USA,42.5191818180001,-83.111154545
GLEN OAKS COMMUNITY COLLEGE,CENTREVILLE,MI,USA,41.892504446,-85.4969294429999
BEMIDJI STATE UNIVERSITY,BEMIDJI,MN,USA,47.482504583,-94.87452869
NORTHWEST TECHNICAL COLLEGE,BEMIDJI,MN,USA,47.452652411,-94.8539852219999
OAK HILLS CHRISTIAN COLLEGE,BEMIDJI,MN,USA,47.4258357370001,-94.901503315
MARTIN LUTHER COLLEGE,NEW ULM,MN,USA,44.304542569,-94.4720394079999
FOND DU LAC TRIBAL AND COMMUNITY COLLEGE,CLOQUET,MN,USA,46.689795712,-92.4514282389999
LEECH LAKE TRIBAL COLLEGE,CASS LAKE,MN,USA,47.3956858660001,-94.6515631789999
CONCORDIA COLLEGE AT MOORHEAD,MOORHEAD,MN,USA,46.86549588,-96.770706775
MINNESOTA STATE UNIVERSITY MOORHEAD,MOORHEAD,MN,USA,46.8664824690001,-96.763375697
SUMMIT ACADEMY OPPORTUNITIES INDUSTRIALIZATION CENTER,MINNEAPOLIS,MN,USA,44.9832648070001,-93.2951514009999
ITASCA COMMUNITY COLLEGE,GRAND RAPIDS,MN,USA,47.242362535,-93.495483055
SOUTHWEST MINNESOTA STATE UNIVERSITY,MARSHALL,MN,USA,44.4545466280001,-95.758997258
MAYO CLINIC SCHOOL OF MEDICINE,ROCHESTER,MN,USA,44.0219947470001,-92.466183888
MAYO CLINIC GRADUATE SCHOOL OF BIOMEDICAL SCIENCES,ROCHESTER,MN,USA,44.0227981400001,-92.4665454939999
ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,ROCHESTER,MN,USA,44.0139164770001,-92.422718574
PINE TECHNICAL & COMMUNITY COLLEGE,PINE CITY,MN,USA,45.8186819960001,-92.96827164
MINNEAPOLIS BUSINESS COLLEGE,ROSEVILLE,MN,USA,45.0068305030001,-93.1730411679999
LUTHER SEMINARY,SAINT PAUL,MN,USA,44.9846894410001,-93.196510835
ST CATHERINE UNIVERSITY,SAINT PAUL,MN,USA,44.925076958,-93.182234685
SAINT PAUL COLLEGE,SAINT PAUL,MN,USA,44.949200272,-93.109663986
MODEL COLLEGE OF HAIR DESIGN,SAINT CLOUD,MN,USA,45.5576909700001,-94.159366903
SAINT CLOUD STATE UNIVERSITY,SAINT CLOUD,MN,USA,45.553227199,-94.1526573579999
LAKE SUPERIOR COLLEGE,DULUTH,MN,USA,46.7846711920001,-92.145255036
THE COLLEGE OF SAINT SCHOLASTICA,DULUTH,MN,USA,46.81543973,-92.105738093
HIBBING COMMUNITY COLLEGE,HIBBING,MN,USA,47.422275266,-92.921051717
KIRKSVILLE AREA TECHNICAL CENTER,KIRKSVILLE,MO,USA,40.185651771,-92.565949509
COLUMBIA AREA CAREER CENTER,COLUMBIA,MO,USA,38.903705374,-92.336689969
STEPHENS COLLEGE,COLUMBIA,MO,USA,38.9512205360001,-92.3228112579999
MISSOURI WESTERN STATE UNIVERSITY,SAINT JOSEPH,MO,USA,39.757500404,-94.785643007
POPLAR BLUFF TECHNICAL CAREER CENTER,POPLAR BLUFF,MO,USA,36.7938316070001,-90.450495331
METRO BUSINESS COLLEGE-CAPE GIRARDEAU,CAPE GIRARDEAU,MO,USA,37.3334881530001,-89.573240963
LINCOLN UNIVERSITY,JEFFERSON CITY,MO,USA,38.564751733,-92.1683806
NORTH CENTRAL MISSOURI COLLEGE,TRENTON,MO,USA,40.077753047,-93.618207161
MISSOURI STATE UNIVERSITY-WEST PLAINS,WEST PLAINS,MO,USA,36.729573761,-91.857837785
RESEARCH COLLEGE OF NURSING,KANSAS CITY,MO,USA,39.008747005,-94.558086964
OZARK CHRISTIAN COLLEGE,JOPLIN,MO,USA,37.1052417560001,-94.510906005
BALTIMORE SCHOOL OF MASSAGE-YORK,YORK,PA,USA,40.085337236,-76.7684257509999
MISSOURI SOUTHERN STATE UNIVERSITY,JOPLIN,MO,USA,37.0957221210001,-94.460893448
NEW DIMENSIONS SCHOOL OF HAIR DESIGN,JOPLIN,MO,USA,37.0853031680001,-94.509389013
HANNIBAL-LAGRANGE UNIVERSITY,HANNIBAL,MO,USA,39.7307850600001,-91.3914234119999
MESSENGER COLLEGE,EULESS,TX,USA,37.032608231,-94.512098092
NEOSHO BEAUTY COLLEGE,NEOSHO,MO,USA,36.8705618430001,-94.3686362129999
NORTHWEST MISSOURI STATE UNIVERSITY,MARYVILLE,MO,USA,40.3544763240001,-94.88493117
CONCEPTION SEMINARY COLLEGE,CONCEPTION,MO,USA,40.240439651,-94.682830865
STATE TECHNICAL COLLEGE OF MISSOURI,LINN,MO,USA,38.4688872570001,-91.811506106
SOUTHWEST BAPTIST UNIVERSITY,BOLIVAR,MO,USA,37.6016032800001,-93.41045137
CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MOBERLY,MO,USA,39.3959634600001,-92.427259179
MISSOURI VALLEY COLLEGE,MARSHALL,MO,USA,39.1085215840001,-93.190654243
VATTEROTT COLLEGE-BERKELEY,BERKELEY,MO,USA,38.7219915630001,-90.31189822
COTTEY COLLEGE,NEVADA,MO,USA,37.837050506,-94.3709114929999
COAHOMA COMMUNITY COLLEGE,CLARKSDALE,MS,USA,34.2556255160001,-90.570303956
CHRIS BEAUTY COLLEGE,GULFPORT,MS,USA,30.3822939660001,-89.077391309
MISSISSIPPI COMMUNITY COLLEGE BOARD,JACKSON,MS,USA,32.3384546550001,-90.1449352669999
SOUTHEASTERN BAPTIST COLLEGE,LAUREL,MS,USA,31.748512267,-89.149372964
MISSISSIPPI COLLEGE OF BEAUTY CULTURE,LAUREL,MS,USA,31.69384304,-89.134632045
MERIDIAN COMMUNITY COLLEGE,MERIDIAN,MS,USA,32.367354526,-88.7328231879999
MISSISSIPPI VALLEY STATE UNIVERSITY,ITTA BENA,MS,USA,33.5132142210001,-90.341773652
MISSISSIPPI UNIVERSITY FOR WOMEN,COLUMBUS,MS,USA,33.494490623,-88.419811076
RUST COLLEGE,HOLLY SPRINGS,MS,USA,34.7768615730001,-89.446999193
MISSISSIPPI DELTA COMMUNITY COLLEGE,MOORHEAD,MS,USA,33.4449060630001,-90.5020528429999
THE UNIVERSITY OF MONTANA-WESTERN,DILLON,MT,USA,45.208306339,-112.639264137
GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY,GREAT FALLS,MT,USA,47.4860943940001,-111.269790142
MILES COMMUNITY COLLEGE,MILES CITY,MT,USA,46.405259625,-105.826523545
DAWSON COMMUNITY COLLEGE,GLENDIVE,MT,USA,47.0853961400001,-104.725485423
MODERN BEAUTY SCHOOL INC,MISSOULA,MT,USA,46.8431122430001,-114.028392884
BUTTE ACADEMY OF BEAUTY CULTURE,BUTTE,MT,USA,46.012788707,-112.540812481
HIGHLANDS COLLEGE OF MONTANA TECH,BUTTE,MT,USA,45.938145078,-112.509364754
MONTANA TECH OF THE UNIVERSITY OF MONTANA,BUTTE,MT,USA,46.012163636,-112.557
LEES-MCRAE COLLEGE,BANNER ELK,NC,USA,36.1624774950001,-81.873370512
BEAUFORT COUNTY COMMUNITY COLLEGE,WASHINGTON,NC,USA,35.53356748,-76.9654181719999
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,ASHEVILLE,NC,USA,35.6166181500001,-82.565258624
MONTREAT COLLEGE,MONTREAT,NC,USA,35.6461164790001,-82.299054084
CABARRUS COLLEGE OF HEALTH SCIENCES,CONCORD,NC,USA,35.44003817,-80.600823545
CARTERET COMMUNITY COLLEGE,MOREHEAD CITY,NC,USA,34.7240302020001,-76.757825429
LENOIR-RHYNE UNIVERSITY,HICKORY,NC,USA,35.73996763,-81.3275978309999
MARS HILL UNIVERSITY,MARS HILL,NC,USA,35.8258575890001,-82.55085918
MARTIN COMMUNITY COLLEGE,WILLIAMSTON,NC,USA,35.8363040740001,-77.0949125129999
MCDOWELL TECHNICAL COMMUNITY COLLEGE,MARION,NC,USA,35.6562541120001,-81.962079608
NORTH CAROLINA WESLEYAN COLLEGE,ROCKY MOUNT,NC,USA,36.017472953,-77.772077978
NASH COMMUNITY COLLEGE,ROCKY MOUNT,NC,USA,35.9765457600001,-77.8973816399999
MILLER-MOTTE COLLEGE-WILMINGTON,WILMINGTON,NC,USA,34.2426762490001,-77.882272101
COASTAL CAROLINA COMMUNITY COLLEGE,JACKSONVILLE,NC,USA,34.7716873520001,-77.384784757
PAMLICO COMMUNITY COLLEGE,GRANTSBORO,NC,USA,35.0690416420001,-76.83383329
ROBESON COMMUNITY COLLEGE,LUMBERTON,NC,USA,34.6751334750001,-79.0071781409999
ST ANDREWS UNIVERSITY,LAURINBURG,NC,USA,34.7456434220001,-79.478545346
BREVARD COLLEGE,BREVARD,NC,USA,35.237656606,-82.729762993
VANCE-GRANVILLE COMMUNITY COLLEGE,HENDERSON,NC,USA,36.3244980280001,-78.4884136589999
MITCHELL'S HAIR STYLING ACADEMY-RALEIGH,RALEIGH,NC,USA,35.7646519130001,-78.742437737
SAINT AUGUSTINE'S UNIVERSITY,RALEIGH,NC,USA,35.785031905,-78.6218057849999
MITCHELLS HAIRSTYLING ACADEMY-WILSON,WILSON,NC,USA,35.718199778,-77.9530154449999
DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,USA,48.832505197,-100.441102614
CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY,OMAHA,NE,USA,41.2395916950001,-96.030642673
UNIVERSITY OF THE SOUTHWEST,HOBBS,NM,USA,32.7754959860001,-103.186948494
UNIVERSITY OF NEW MEXICO-LOS ALAMOS CAMPUS,LOS ALAMOS,NM,USA,35.886152736,-106.319557454
ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,USA,42.100545675,-76.827861174
MILLSAPS COLLEGE,JACKSON,MS,USA,32.3230995870001,-90.178083893
SOUTHERN UNIVERSITY LAW CENTER,BATON ROUGE,LA,USA,30.5236969630001,-91.1929728439999
FLORIDA KEYS COMMUNITY COLLEGE,KEY WEST,FL,USA,24.5827484020001,-81.7444594999999
UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL,USA,28.6021594320001,-81.200889272
TULANE UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,USA,29.9396961670001,-90.120409313
WESTERN NEW ENGLAND UNIVERSITY,SPRINGFIELD,MA,USA,42.116169879,-72.521340155
AMERICAN INTERNATIONAL COLLEGE,SPRINGFIELD,MA,USA,42.1127081060001,-72.5585072769999
UNIVERSITY OF MASSACHUSETTS-BOSTON,BOSTON,MA,USA,42.3143317270001,-71.0398137729999
WORCESTER STATE UNIVERSITY,WORCESTER,MA,USA,42.2675343020001,-71.84401858
WASHINGTON ADVENTIST UNIVERSITY,TAKOMA PARK,MD,USA,38.9868251140001,-77.001184302
ANOKA-RAMSEY COMMUNITY COLLEGE,COON RAPIDS,MN,USA,45.172978238,-93.351697047
MITCHELL HAMLINE SCHOOL OF LAW,SAINT PAUL,MN,USA,44.941964275,-93.138153032
VATTEROTT COLLEGE-SPRINGFIELD,SPRINGFIELD,MO,USA,37.1441177090001,-93.2944270149999
UNIVERSITY OF MISSOURI-KANSAS CITY,KANSAS CITY,MO,USA,39.0337242250001,-94.576599926
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,WINSTON-SALEM,NC,USA,36.0741910560001,-80.236528248
DAVIDSON COLLEGE,DAVIDSON,NC,USA,35.5000063840001,-80.8452358279999
UNIVERSITY OF NEBRASKA AT OMAHA,OMAHA,NE,USA,41.2579462620001,-96.009740962
THOMAS EDISON STATE UNIVERSITY,TRENTON,NJ,USA,40.2201100400001,-74.7696525
TRUCKEE MEADOWS COMMUNITY COLLEGE,RENO,NV,USA,39.5714023950001,-119.796974605
ALBANY LAW SCHOOL,ALBANY,NY,USA,42.651368791,-73.777163851
UNION COLLEGE,SCHENECTADY,NY,USA,42.8175779270001,-73.9284979999999
HEALING ARTS INSTITUTE,FORT COLLINS,CO,USA,40.5318740760001,-105.04249559
STRAYER UNIVERSITY-MARYLAND,SUITLAND,MD,USA,38.8258630560001,-76.9198502639999
CAYCE/REILLY SCHOOL OF MASSAGE,VIRGINIA BEACH,VA,USA,36.892993118,-75.989976909
BRISTOL TECHNICAL EDUCATION CENTER,BRISTOL,CT,USA,41.6897489990001,-72.990033551
COLUMBIA ACADEMY OF COSMETOLOGY,WEST COLUMBIA,SC,USA,33.997569551,-81.080159179
REFLECTIONS ACADEMY OF BEAUTY,DECATUR,IL,USA,39.843265484,-88.956238723
UNIVERSIDAD INTERNACIONAL IBEROAMERICANA,ARECIBO,PR,PRI,18.413123,-66.7035989999999
WORLD MISSION UNIVERSITY,LOS ANGELES,CA,USA,34.0649422110001,-118.289625375
CAPSTONE COLLEGE,PASADENA,CA,USA,34.2200834500001,-118.450327091
THE KING'S UNIVERSITY,SOUTHLAKE,TX,USA,34.2006253330001,-118.456877492
CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE,LOS ANGELES,CA,USA,33.925657529,-118.242791357
LIFE PACIFIC COLLEGE,SAN DIMAS,CA,USA,34.0987015360001,-117.829380091
PACIFIC OAKS COLLEGE,PASADENA,CA,USA,34.1533835830001,-118.151315731
SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE,LOS ANGELES,CA,USA,34.0461877170001,-118.2330394
ARGOSY UNIVERSITY-THE ART INSTITUTE OF CALIFORNIA-LOS ANGELES,SANTA MONICA,CA,USA,34.0184130480001,-118.451453049
SIERRA COLLEGE OF BEAUTY,MERCED,CA,USA,37.3069749680001,-120.495874434
MIDDLEBURY INSTITUTE OF INTERNATIONAL STUDIES AT MONTEREY,MONTEREY,CA,USA,36.599310496,-121.897036058
SOUTH BAYLO UNIVERSITY,ANAHEIM,CA,USA,33.8479363640001,-117.958662687
BRISTOL UNIVERSITY,ANAHEIM,CA,USA,33.795532069,-117.882332159
MTI BUSINESS COLLEGE INC,STOCKTON,CA,USA,38.0078849970001,-121.308445465
CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,SAN LUIS OBISPO,CA,USA,35.26179216,-120.648311149
SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,REDDING,CA,USA,40.5660336880001,-122.314418793
LYTLES REDWOOD EMPIRE BEAUTY COLLEGE INC,SANTA ROSA,CA,USA,38.5083850990001,-122.757769975
PACIFICA GRADUATE INSTITUTE,CARPINTERIA,CA,USA,34.4208809250001,-119.580413599
SOFIA UNIVERSITY,PALO ALTO,CA,USA,37.4303251270001,-122.108660459
MODERN BEAUTY ACADEMY,OXNARD,CA,USA,34.1953835910001,-119.181422734
ST JOHN'S SEMINARY,CAMARILLO,CA,USA,34.2439209340001,-119.001866849
PLATT COLLEGE-AURORA,AURORA,CO,USA,39.661195112,-104.85461436
MONTESSORI EDUCATION CENTER OF THE ROCKIES,BOULDER,CO,USA,40.019632491,-105.241381929
COLORADO HEIGHTS UNIVERSITY,DENVER,CO,USA,39.6615782640001,-105.027583991
ILIFF SCHOOL OF THEOLOGY,DENVER,CO,USA,39.6758369720001,-104.960345798
NAZARENE BIBLE COLLEGE,COLORADO SPRINGS,CO,USA,38.8167030110001,-104.752854338
HAIR DYNAMICS EDUCATION CENTER,FORT COLLINS,CO,USA,40.4967532430001,-105.076659786
CITY COLLEGE-FORT LAUDERDALE,FORT LAUDERDALE,FL,USA,26.187467,-80.1704999999999
NATIONAL AVIATION ACADEMY OF TAMPA BAY,CLEARWATER,FL,USA,27.8948404610001,-82.721372063
LORAINES ACADEMY & SPA,SAINT PETERSBURG,FL,USA,27.8246454110001,-82.648532572
FLORIDA SOUTHERN COLLEGE,LAKELAND,FL,USA,28.031675648,-81.945903247
POLK STATE COLLEGE,WINTER HAVEN,FL,USA,28.0329394890001,-81.713504089
SAINT JOHNS RIVER STATE COLLEGE,PALATKA,FL,USA,29.6475158430001,-81.681386843
RINGLING COLLEGE OF ART AND DESIGN,SARASOTA,FL,USA,27.360134261,-82.548235886
INDIAN RIVER STATE COLLEGE,FORT PIERCE,FL,USA,27.42298656,-80.35832134
ATLANTA SCHOOL OF MASSAGE,ATLANTA,GA,USA,33.9222243770001,-84.3112641119999
GUPTON JONES COLLEGE OF FUNERAL SERVICE,DECATUR,GA,USA,33.710709143,-84.17977469
INTERNATIONAL SCHOOL OF SKIN NAILCARE & MASSAGE THERAPY,ATLANTA,GA,USA,33.9058560230001,-84.380476839
INTERDENOMINATIONAL THEOLOGICAL CENTER,ATLANTA,GA,USA,33.7535237170001,-84.4102124789999
HAWAII COMMUNITY COLLEGE,HILO,HI,USA,19.704497502,-155.069095564
BRIGHAM YOUNG UNIVERSITY-HAWAII,LAIE,HI,USA,21.6411717890001,-157.925358186
KAUAI COMMUNITY COLLEGE,LIHUE,HI,USA,21.969508519,-159.395965789
LA JAMES INTERNATIONAL COLLEGE-CEDAR FALLS,CEDAR FALLS,IA,USA,42.5150406010001,-92.434478277
THE SALON PROFESSIONAL ACADEMY,WATERLOO,IA,USA,42.4962090000001,-92.3354219999999
CLARKE UNIVERSITY,DUBUQUE,IA,USA,42.5087764240001,-90.6917759149999
EMMAUS BIBLE COLLEGE,DUBUQUE,IA,USA,42.5086208430001,-90.706909378
COE COLLEGE,CEDAR RAPIDS,IA,USA,41.9876463740001,-91.657404572
IOWA SCHOOL OF BEAUTY-MARSHALLTOWN,MARSHALLTOWN,IA,USA,42.0159198870001,-92.915227299
HAMILTON TECHNICAL COLLEGE,DAVENPORT,IA,USA,41.573888422,-90.560088391
LA JAMES INTERNATIONAL COLLEGE-DAVENPORT,DAVENPORT,IA,USA,41.572860517,-90.568199885
CAPRI COLLEGE-DAVENPORT,DAVENPORT,IA,USA,41.5752108560001,-90.5388277279999
DORDT COLLEGE,SIOUX CENTER,IA,USA,43.0836514550001,-96.165425122
NORTHWESTERN COLLEGE,ORANGE CITY,IA,USA,42.998939702,-96.0578103719999
NICHOLAS JAY SALON & SPA ACADEMY,NAMPA,ID,USA,43.5677679090001,-116.56341282
HILL COLLEGE,HILLSBORO,TX,USA,32.0130730540001,-97.086483288
NAVARRO COLLEGE,CORSICANA,TX,USA,32.076066171,-96.498737997
AMARILLO COLLEGE,AMARILLO,TX,USA,35.188409532,-101.8471035
TYLER JUNIOR COLLEGE,TYLER,TX,USA,32.33601535,-95.284129149
TARRANT COUNTY COLLEGE DISTRICT,FORT WORTH,TX,USA,32.747500937,-97.327948441
ANGELO STATE UNIVERSITY,SAN ANGELO,TX,USA,31.441097643,-100.466409776
PAUL MITCHELL THE SCHOOL-MERRILLVILLE,MERRILLVILLE,IN,USA,41.473643784,-87.3365844739999
PAUL MITCHELL THE SCHOOL-LANSING,LANSING,MI,USA,42.7344552540001,-84.508658564
RICCI'S ACADEMY OF COSMETOLOGY,NEWTOWN,CT,USA,41.3928786980001,-73.2905659589999
YAHWEH BEAUTY ACADEMY,KILLEEN,TX,USA,31.1128823400001,-97.700282257
VANTAGE COLLEGE-SAN ANTONIO,SAN ANTONIO,TX,USA,29.5086435630001,-98.547825514
PREPARING PEOPLE BARBER STYLING COLLEGE,DALLAS,TX,USA,32.773244806,-96.7644346499999
ARIZONA SCHOOL OF INTEGRATIVE STUDIES,TUCSON,AZ,USA,34.7626002800001,-112.039281441
LEE PROFESSIONAL INSTITUTE,FORT MYERS,FL,USA,26.604019341,-81.851319609
BURNETT INTERNATIONAL COLLEGE,BOYNTON BEACH,FL,USA,26.510654775,-80.0914785149999
PARK PLACE PREMIER BARBER SCHOOL,NEW ORLEANS,LA,USA,29.997278495,-90.060978349
THE SALON PROFESSIONAL ACADEMY-SAN JOSE,SAN JOSE,CA,USA,37.292111323,-121.989389878
MONTESSORI EDUCATION INSTITUTE OF THE PACIFIC NORTHWEST,BOTHELL,WA,USA,47.7666746250001,-122.183319094
JOLIE HEALTH AND BEAUTY ACADEMY-TURNERSVILLE,TURNERSVILLE,NJ,USA,39.753792182,-75.044627184
ROSS MEDICAL EDUCATION CENTER-OWENSBORO,OWENSBORO,KY,USA,37.720673343,-87.118814001
ROSS MEDICAL EDUCATION CENTER-EVANSVILLE,EVANSVILLE,IN,USA,37.9785213500001,-87.490737098
ROSS MEDICAL EDUCATION CENTER-JOHNSON CITY,JOHNSON CITY,TN,USA,36.3596791740001,-82.38318613
NORTH-WEST COLLEGE-SANTA ANA,SANTA ANA,CA,USA,33.759591807,-117.84091
NORTH-WEST COLLEGE-LONG BEACH,LONG BEACH,CA,USA,33.801799433,-118.148329394
BRANFORD HALL CAREER INSTITUTE-AMITYVILLE,AMITYVILLE,NY,USA,40.70419036,-73.427838267
TAYLOR ANDREWS ACADEMY-OREM,OREM,UT,USA,40.2732527480001,-111.707842988
UNIVERSITY OF FLORIDA-ONLINE,GAINESVILLE,FL,USA,29.6494187870001,-82.339832954
BUCHANAN BEAUTY COLLEGE-PLEASANTVIEW,PLEASANT VIEW,TN,USA,36.366870325,-87.044156916
OGLE SCHOOL HAIR SKIN NAILS-STAFFORD,STAFFORD,TX,USA,29.6348537380001,-95.588161645
UNIVERSITY OF PHOENIX-ARIZONA,TEMPE,AZ,USA,33.4020755620001,-111.966166081
UNIVERSITY OF PHOENIX-ARKANSAS,LITTLE ROCK,AR,USA,34.7491772980001,-92.395067605
UNIVERSITY OF PHOENIX-CALIFORNIA,COSTA MESA,CA,USA,33.6856335150001,-117.884881526
UNIVERSITY OF PHOENIX-COLORADO,LONE TREE,CO,USA,39.5516932990001,-104.873409913
UNIVERSITY OF PHOENIX-FLORIDA,ORLANDO,FL,USA,28.445737567,-81.4197205689999
UNIVERSITY OF PHOENIX-GEORGIA,SANDY SPRINGS,GA,USA,33.9800032150001,-84.341564779
UNIVERSITY OF PHOENIX-LOUISIANA,BATON ROUGE,LA,USA,30.422459583,-91.150558224
UNIVERSITY OF PHOENIX-MICHIGAN,SOUTHFIELD,MI,USA,42.4822190690001,-83.2424536
UNIVERSITY OF PHOENIX-MISSOURI,SAINT LOUIS,MO,USA,38.7570623940001,-90.466779263
UNIVERSITY OF PHOENIX-NEVADA,LAS VEGAS,NV,USA,36.121538817,-115.322578215
UNIVERSITY OF PHOENIX-NORTH CAROLINA,CHARLOTTE,NC,USA,35.1523577200001,-80.9493459559999
UNIVERSITY OF PHOENIX-OKLAHOMA,OKLAHOMA CITY,OK,USA,35.5378213180001,-97.5153622999999
UNIVERSITY OF PHOENIX-TENNESSEE,NASHVILLE,TN,USA,36.1446184380001,-86.690503824
UNIVERSITY OF PHOENIX-TEXAS,HOUSTON,TX,USA,29.783770255,-95.58519487
UNIVERSITY OF PHOENIX-VIRGINIA,GLEN ALLEN,VA,USA,37.6425607510001,-77.563496046
UNIVERSITY OF PHOENIX-PENNSYLVANIA,PHILADELPHIA,PA,USA,39.9522751470001,-75.169829211
TINT SCHOOL OF MAKEUP & COSMETOLOGY-SEATTLE,SEATTLE,WA,USA,47.6116141730001,-122.338693172
CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS-MAYAGUEZ,MAYAGUEZ,PR,PRI,18.1990965040001,-67.1463791749999
MINERVA SCHOOLS AT KECK GRADUATE INSTITUTE,CLAREMONT,CA,USA,34.09101688,-117.72350482
RABBINICAL COLLEGE OHR YISROEL,BROOKLYN,NY,USA,40.629789805,-73.896474347
PAUL MITCHELL THE SCHOOL-CINCINNATI,CINCINNATI,OH,USA,39.291558632,-84.392339878
HERITAGE COLLEGE-CLEVELAND,MIDDLEBURG HEIGHTS,OH,USA,41.3731407120001,-81.833157824
AVEDA INSTITUTE-PHOENIX,TEMPE,AZ,USA,33.338892157,-111.968833741
UNIVERSITY OF NORTH TEXAS AT DALLAS,DALLAS,TX,USA,32.6584917370001,-96.803622665
DERMAL SCIENCE INTERNATIONAL AESTHETICS AND NAIL ACADEMY,RESTON,VA,USA,38.949806101,-77.3369647339999
BRIDGEVALLEY COMMUNITY & TECHNICAL COLLEGE,SOUTH  CHARLESTON,WV,USA,38.3539297770001,-81.6983537949999
NORTHWEST COLLEGE-MEDFORD,MEDFORD,OR,USA,42.3690670930001,-122.852528743
VIRGINIA COLLEGE-FORT PIERCE,FORT PIERCE,FL,USA,27.4151443480001,-80.324539834
GATEWAY COMMUNITY COLLEGE,NEW HAVEN,CT,USA,41.288490752,-72.925882234
TRI-STATE COLLEGE OF ACUPUNCTURE,NEW YORK,NY,USA,40.7398617640001,-74.002085242
TRINITY COLLEGE,HARTFORD,CT,USA,41.7467455390001,-72.688684146
TUNXIS COMMUNITY COLLEGE,FARMINGTON,CT,USA,41.705497807,-72.8775398019999
UNITED STATES COAST GUARD ACADEMY,NEW LONDON,CT,USA,41.3702612650001,-72.0988385599999
WESTERN CONNECTICUT STATE UNIVERSITY,DANBURY,CT,USA,41.3987331010001,-73.4428557429999
MARGARET H ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,LEWES,DE,USA,38.7715651980001,-75.1428635189999
UNIVERSITY OF DELAWARE,NEWARK,DE,USA,39.678028,-75.752833
CHAMPLAIN COLLEGE,BURLINGTON,VT,USA,44.4730091800001,-73.203913354
JOHNSON STATE COLLEGE,JOHNSON,VT,USA,44.641736257,-72.6711542899999
CASTLETON UNIVERSITY,CASTLETON,VT,USA,43.608088653,-73.1815573499999
COMMUNITY COLLEGE OF VERMONT,MONTPELIER,VT,USA,44.4912294220001,-73.1815840639999
HOUSTON TRAINING SCHOOLS-GESSNER,HOUSTON,TX,USA,29.7233546630001,-95.540241646
EMPIRE BEAUTY SCHOOL-BUFFALO,CHEEKTOWAGA,NY,USA,42.9081657570001,-78.755162306
PAUL MITCHELL THE SCHOOL-TOLEDO,SYLVANIA,OH,USA,41.706726847,-83.668075652
TRINE UNIVERSITY-ARIZONA REGIONAL CAMPUS,PEORIA,AZ,USA,33.613008516,-112.239967812
GEORGIA MILITARY COLLEGE,MILLEDGEVILLE,GA,USA,33.0800063460001,-83.221209582
NEW HORIZONS MEDICAL INSTITUTE-WINDER,WINDER,GA,USA,33.9946555000001,-83.71739052
SAE INSTITUTE OF TECHNOLOGY-CHICAGO,CHICAGO,IL,USA,41.8971351550001,-87.637608432
BEAU MONDE COLLEGE OF HAIR DESIGN-BEAU MONDE ACADEMY OF COSMETOLOGY,PORTLAND,OR,USA,45.532667959,-122.653243685
FAYETTE BEAUTY ACADEMY-RITZ BEAUTY ACADEMY,FAYETTEVILLE,GA,USA,33.570305078,-84.345836699
FOUNTAIN OF YOUTH ACADEMY OF COSMETOLOGY,MARS,PA,USA,40.6951332520001,-80.033050996
COSMOPOLITAN BEAUTY AND TECH SCHOOL,ELLICOTT CITY,MD,USA,39.285978953,-76.809030994
CALIFORNIA COLLEGE SAN DIEGO,SAN DIEGO,CA,USA,32.835147297,-117.166670785
WEST COAST UNIVERSITY-MIAMI,DORAL,FL,USA,25.8107552880001,-80.3474704349999
